Date,Adj Close,Log Returns,Inflation Rates
2004-02,1144.93994140625,0.0121350453361058,0.0053850426308877
2004-03,1126.2099609375,-0.0164942041786425,0.0064240049613551
2004-04,1107.300048828125,-0.0169333147130639,0.0031965930256272
2004-06,1140.8399658203125,0.0298401393982074,0.0031679012765566
2004-07,1101.719970703125,-0.0348922348471668,-0.0015826961889905
2004-08,1104.239990234375,0.0022847383199045,0.0005278437705031
2004-09,1114.5799560546875,0.0093203062182699,0.002108593295759
2004-10,1130.199951171875,0.0139169521028178,0.0052521129134617
2004-11,1173.8199462890625,0.0378687769068283,0.0005236973149279
2004-12,1211.9200439453125,0.0319425732114828,-0.003671653744526
2005-01,1181.27001953125,-0.0256157676953058,0.0020997383042694
2005-02,1203.5999755859375,0.0187268980560266,0.0057516498429645
2005-03,1180.5899658203125,-0.0193027609216905,0.0077902237649473
2005-04,1156.8499755859375,-0.0203135115002225,0.0067027835376192
2005-05,1191.5,0.0295122444890195,-0.0010282777255659
2005-06,1191.3299560546875,-0.0001427243645053,0.0005142710321623
2005-07,1234.1800537109375,0.0353365322718687,0.0046165765501814
2005-08,1220.3299560546875,-0.0112855475028992,0.005104656311683
2005-09,1228.81005859375,0.0069249911211933,0.0121458983021081
2005-10,1207.010009765625,-0.0179000339063433,0.0020100509280241
2005-11,1249.47998046875,0.0345812139547286,-0.0080645598367304
2005-12,1248.2900390625,-0.0009528030899304,-0.0040568006956143
2006-01,1280.0799560546875,0.0251478956075799,0.0075930509075971
2006-02,1280.6600341796875,0.0004530550834012,0.0020151140320206
2006-03,1294.8699951171875,0.0110347035094499,0.0055207166566821
2006-04,1310.6099853515625,0.0120823662692256,0.0084725151722843
2006-05,1270.0899658203125,-0.0314049293203158,0.0049505051598562
2006-06,1270.199951171875,8.659275533511337e-05,0.0019733602851752
2006-07,1276.6600341796875,0.0050729894059884,0.0029527580508806
2006-08,1303.8199462890625,0.021051056620195,0.0019636726977598
2006-09,1335.8499755859375,0.0242693991143096,-0.0049164307486404
2006-10,1377.93994140625,0.0310218126705608,-0.0054361389122603
2006-11,1400.6300048828125,0.01633255113123,-0.0014877265327709
2006-12,1418.300048828125,0.0125368668579112,0.0014877265327709
2007-01,1438.239990234375,0.0139611313073257,0.003047877752805
2007-02,1406.8199462890625,-0.0220883370533768,0.0053361051933482
2007-03,1420.8599853515625,0.0099305117846988,0.0090644889586763
2007-04,1482.3699951171875,0.0423798432532396,0.0064751535584086
2007-05,1530.6199951171875,0.0320307238518961,0.0060921239463305
2007-06,1503.3499755859375,-0.017976943869676,0.0019360997253742
2007-07,1455.27001953125,-0.0325044711803648,-0.0002544095671718
2007-08,1473.989990234375,0.0127815390189305,-0.0018355858845332
2007-09,1526.75,0.0351682902627903,0.0027521168552185
2007-10,1549.3800048828125,0.0147135609401705,0.0021369065162051
2007-11,1481.1400146484375,-0.0450427826309034,0.0059220478815388
2007-12,1468.3599853515625,-0.0086659496708298,-0.0006710882590101
2008-01,1378.550048828125,-0.0631138642063085,0.0049582639407683
2008-02,1330.6300048828125,-0.035379739592448,0.00289990339772
2008-03,1322.699951171875,-0.0059774528264186,0.0086308596753886
2008-04,1385.5899658203125,0.0464509519075854,0.0060464616419636
2008-05,1400.3800048828125,0.0106176148073936,0.0083856281676679
2008-06,1280.0,-0.0898835539178221,0.0100265625364636
2008-07,1267.3800048828125,-0.009908296633774,0.0052372726421633
2008-08,1282.8299560546875,0.0121167593514939,-0.0039995498025411
2008-09,1166.3599853515625,-0.0951807650769433,-0.0013839757935071
2008-10,968.75,-0.1856364738868827,-0.0101526979454314
2008-11,896.239990234375,-0.0777983573133054,-0.0193386881677498
2008-12,903.25,0.0077911466734982,-0.0103963288479198
2009-01,825.8800048828125,-0.0895498795988168,0.0043429730009061
2009-02,735.0900268554688,-0.11645651319919,0.0049606088457757
